NAME	DESCRIPTION	NI_V_1	NI_V_2	NI_V_3	NI_V_4	NI_V_5	I_V_1	I_V_2	I_V_3	I_V_4	I_V_5
ENSMUSG00000050350	NA	64.37670516	7.654796927	49.85761766	76.99459456	34.91184384	69.62289445	102.2860148	52.74714025	48.04036936	45.77848027
ENSMUSG00000050357	NA	17.85020885	0	0	9.739227026	0	6.240788021	0	13.02069919	3.544597225	8.605473625
ENSMUSG00000050359	NA	33.04029645	33.29206803	35.61595335	58.17661972	26.27850008	432.555361	859.2333027	842.6421525	241.2256103	159.4780226
ENSMUSG00000050368	NA	0	2.080022321	0	0	0	1.399764567	0	2.163689445	0	2.659111995
ENSMUSG00000050370	NA	13.40390824	2.190543123	4.774750035	5.253339272	7.415550134	47.3673222	51.42022076	26.47920515	33.52473567	24.66488065
ENSMUSG00000050373	NA	68.89252639	120.9226909	79.71616586	77.26635388	32.31053111	81.30312262	78.65902726	51.63994937	99.35433376	54.10614068
ENSMUSG00000050377	NA	0.724824376	1.075484915	0	0	0	0	2.12261718	1.089567396	0	0
ENSMUSG00000050379	NA	246.0703827	203.2810923	171.9157112	188.4778903	180.3472801	177.812831	236.5266032	153.5181226	184.7082593	216.05773
ENSMUSG00000050382	NA	5.504749732	9.892197976	4.222469409	8.386976509	6.204776514	7.996150421	7.662957587	6.326969295	6.368060895	10.61372921
ENSMUSG00000050390	NA	3670.087906	4279.016161	3762.291183	1359.512518	4726.249633	2804.543008	1716.615173	1515.527253	2209.657294	2451.893898
ENSMUSG00000050394	NA	4.981941592	4.288745109	1.954310178	10.38286103	6.477545867	4.849252359	15.24764904	9.735714065	10.29672493	14.09446397
ENSMUSG00000050395	NA	30.57668369	52.49874843	15.54346471	14.14838316	22.59052794	17.04231234	28.15502589	24.84577297	14.63690603	44.48014698
ENSMUSG00000050410	NA	167.275874	114.3766992	126.8591192	81.44863377	106.3738896	132.8815973	80.09514689	78.86436796	100.5989852	94.57887005
ENSMUSG00000050424	NA	0	0	0	0	0	0	0	1.0896477	1.153811494	0
ENSMUSG00000050428	NA	162.3630469	205.8735192	166.5063759	178.824545	222.1587974	158.6549077	201.4786789	162.6520253	201.5754371	172.2124392
ENSMUSG00000050440	NA	6.44600179	2.150339068	2.904950238	17.86940203	4.242578626	11.74727946	32.17357517	12.006672	10.36653254	1.291038738
ENSMUSG00000050447	NA	2.478495034	3.586177212	17.80697533	18.75844948	5.520496	2.436469499	18.34492841	1.902967959	1.925520321	3.128516363
ENSMUSG00000050463	NA	0.704636647	4.424672045	2.917678768	1.08237414	5.278348623	1.382957822	2.238420763	1.068439453	3.489156393	2.400945005
ENSMUSG00000050471	NA	302.9605629	280.9826159	353.9198615	722.0204347	273.1535724	255.2808847	446.2032521	452.4006858	418.9827596	242.3274871
ENSMUSG00000050473	NA	12.14556187	8.7473318	1.933745587	5.169556159	4.223674275	3.453208838	2.160209599	5.487195654	3.484184606	2.551018411
ENSMUSG00000050490	NA	0	0	4.841361532	0	0	1.399203462	5.397369448	3.312445432	1.117421057	0
ENSMUSG00000050493	NA	1.138991793	0	1.207780422	0	0	3.534990521	3.336768886	2.014252071	6.0208077	2.034893781
ENSMUSG00000050503	NA	78.83909844	168.1965154	62.72752571	62.5533988	51.10626602	51.24206981	55.61234741	66.72746897	119.7362278	89.60616104
ENSMUSG00000050505	NA	20.02502531	23.41129257	9.482041342	12.83471463	14.83732336	44.14048153	32.9401012	18.58171982	13.1769149	32.38912717
ENSMUSG00000050511	NA	9.149168045	10.99667253	2.902352551	1.055431683	2.123864762	2.743657327	4.400460246	1.101198154	1.147856432	2.498696538
ENSMUSG00000050520	NA	96.8786992	80.19616046	24.98001297	83.49642822	60.43044853	26.40162452	11.45857132	13.43698587	26.78664229	74.47719603
ENSMUSG00000050530	NA	214.9682342	293.8485507	169.1655397	93.74867132	191.2410562	203.2277145	120.0604511	97.12952106	176.9010068	287.0094463
ENSMUSG00000050533	NA	17.04347655	0	0	31.59289312	11.48871831	13.5061223	23.90654525	25.97317205	0	9.237918537
ENSMUSG00000050538	NA	12.22304908	9.669033338	1.181755199	3.981655107	1.118682434	6.671960734	16.57241076	12.93485598	8.627719088	10.21079194
ENSMUSG00000050541	NA	2.562325547	11.08726869	6.347533408	1.713060454	1.943615715	2.458515034	1.999509448	0.993749801	2.111814723	1.136570805
ENSMUSG00000050549	NA	158.9470128	158.4662431	120.2045044	192.9891792	118.7714096	92.67870421	144.9493933	150.6425949	135.5576989	78.34761207
ENSMUSG00000050552	NA	312.5085581	398.2831288	304.4657766	459.7695539	388.6230124	276.4708938	459.4856702	420.4478516	467.8655039	244.2302235
ENSMUSG00000050555	NA	63.50948969	40.27088386	57.61742276	66.44876395	60.74979337	53.285157	41.92690355	67.46174265	62.33437165	50.54300936
ENSMUSG00000050556	NA	16.08129	0	13.72567526	6.471413643	8.401615632	0	14.44529381	11.89980453	4.737503412	6.087871791
ENSMUSG00000050565	NA	2437.932574	2815.125979	3388.926866	2997.187675	3722.849463	2541.199491	2129.589621	2968.774872	2333.304524	3005.617473
ENSMUSG00000050567	NA	237.6834031	246.0265501	258.2517707	103.8919827	192.0581026	311.4953178	200.4746742	157.962549	199.7943116	243.7951349
ENSMUSG00000050578	NA	49.7218157	64.53736731	49.32046024	68.41880966	37.80166151	86.60254714	70.31489133	77.38989397	79.66839506	87.71214864
ENSMUSG00000050587	NA	8.564108849	14.15013014	3.795683212	15.80209106	5.847971755	3.821762033	6.338331821	13.39735417	7.693206104	5.210462795
ENSMUSG00000050592	NA	229.7690132	248.4563647	747.6680369	215.7139089	539.098561	161.8764428	146.8231876	118.2248708	153.8176233	260.4412979
ENSMUSG00000050600	NA	51.01567189	4.362940836	19.3085419	13.32016229	21.28851804	30.17475605	50.57168533	18.57910545	15.9450206	23.20860412
ENSMUSG00000050605	NA	18.70873431	14.70692248	36.19512032	11.90153557	9.768332432	39.56286817	40.87483414	24.17804025	14.89316021	56.2505999
ENSMUSG00000050608	NA	841.2164833	914.9435865	1173.013262	1863.954748	1104.263876	727.5407357	1173.505825	1452.842205	1541.24711	842.6523353
