Row,cCD_PC1,cCD_PC2,cCD_PC3,cCD_PC4,cCD_PC5,cCD_PC6,cCD_PC7,cCD_PC8,cCD_PC9,cCD_PC10,cCD_PC11,cCD_PC12,cCD_PC13,cCD_PC14,cCD_PC15,cCD_PC16
ALDH18A1,0.036505233,0.001957765,-0.014338583,0.008984097,-0.003310974,0.001385475,-0.002349696,-0.009430132,0.00278585,0.005531433,-0.003638764,0.00977733,-0.012096079,0.003884097,0.011461808,0.0063389
ALDH1A2,0.010774299,0.021167183,-0.01585553,0.016398127,-0.032456441,0.002841049,-0.002482275,-0.015270884,-0.018370784,0.021791081,0.017541215,-0.013402734,-0.011718033,0.017604063,-0.02087169,0.009753867
ALDH1B1,0.012447385,-0.001397608,0.004487319,0.02930612,0.021309839,0.037931513,0.000742014,0.005383019,-0.001889465,-0.040261998,-0.00206824,-0.038004412,0.009756925,-0.017947994,0.007510759,0.002529935
ALDH3A2,0.016040337,-0.003829109,-0.002309165,-0.024922006,-0.021647242,-0.024506034,-0.005482518,0.011515889,-0.022920507,-0.030631475,0.012029076,0.024588291,0.041690176,-0.028246975,-0.009685358,0.008442994
ALDH3B1,0.002908957,0.01364233,-0.023531107,-0.031160187,0.011420585,-0.027490014,-0.024833401,0.00332158,-0.008598331,-0.037230255,0.010056126,0.017179098,-0.020242799,0.014583867,-0.009785852,0.019566364
ALDH9A1,-0.0017567,0.016438756,0.019990603,-0.003888886,0.023497909,0.026859946,0.027562147,0.034127654,-0.01819459,-0.006385523,-0.031104668,0.011112182,0.002114694,-0.006397835,-0.005184827,0.010610426
ALDOA,0.002397073,-0.000849506,-0.010867759,-0.024447955,0.019108139,-0.04065538,0.000104183,0.030378428,0.001785011,0.051320347,0.008645396,0.014715048,-0.012975016,0.007280576,0.01792384,-0.006627941
ALDOB,-0.017056659,0.011777505,-0.009013432,-0.028895097,-0.000428292,-0.030243328,-0.01735541,-0.033875894,0.012877597,-0.003927547,0.027884925,0.019521276,-0.004248892,-0.008280322,-0.008713126,-0.002770289
ALDOC,0.01525272,0.016555423,-0.004550227,-0.012920917,0.025271981,-0.030485989,-0.00159149,-0.009814448,0.009077846,0.009027783,-0.035439182,-0.013675635,-0.005291477,-0.027488534,0.00734139,0.020887385
ALG10,-0.024755182,-0.019610721,0.005505769,-0.0058927,-0.007432538,-0.001418556,0.003553632,0.002335346,-0.007399373,-0.019134818,-0.012669059,0.029036334,0.014091847,0.026703603,0.00084661,-0.027257012
ALG14,0.018795191,-0.026510193,-0.005562305,0.003037783,-0.01497152,-0.018616148,-0.007634515,0.024640631,-0.014418048,-0.032337254,0.004005031,-0.000268868,-0.007930689,0.009218567,0.02605005,0.00746301
ALG2,-0.017917905,-0.034719696,0.006222505,-0.004218862,0.00461211,0.012669267,-0.005916661,0.007676369,-0.00281452,-0.01648679,-0.001627747,0.015459865,0.026390108,0.009863845,-0.009606925,0.024963707
ALKBH4,-0.01345556,-0.019876847,0.028598708,-0.005342413,0.000419896,-0.006868877,-0.001819128,-0.008160728,-0.025170692,-0.021563196,0.002389027,-0.021463224,0.009359722,-0.023429191,-0.006219437,-0.023024115
ALKBH5,0.003878768,0.034889565,-0.014068558,-0.007042875,0.016980215,0.005314223,0.002676525,0.010856753,-0.013613964,-0.003244771,-0.006305055,-0.021022779,0.041617682,0.011098287,-0.029569183,-0.002966312
ALKBH8,0.008001547,0.011525151,0.003180188,0.022185945,0.00367325,-0.04485483,0.011802761,-0.012915034,-0.012114697,-0.027792641,-0.033298472,0.017228158,0.009946502,-0.005365011,-0.008207794,0.027556337
ALOX12,-0.013329045,0.009297068,-0.01268028,-0.007775119,-0.005296756,0.013054358,-0.007873528,-0.047719863,0.00756464,-0.028756769,-0.020171199,-0.045071484,-0.003292307,0.027613263,0.001963637,0.029619676
ALPI,0.015893343,0.00430221,-0.002679827,0.020063865,0.030207101,0.002946472,-0.01796723,-0.010453232,0.008601585,0.034508755,0.01293554,-0.014497708,-0.021895093,-0.016625942,0.014701601,0.018129513
ALPP,0.010988417,-0.012641323,0.001931998,-0.046755765,0.003291215,-0.014852293,-0.002634257,-0.023081121,-0.035664619,-0.006257122,-0.004286494,-0.00269434,0.002420214,0.008594094,0.005272973,-0.002536163
ALS2,-0.021043336,0.018689763,0.005812052,0.021223335,0.005309908,-0.013025185,-0.038263302,-0.018144619,0.006336169,-0.003788333,-0.012628397,-0.000139498,0.020948714,-0.008244701,0.007708887,-0.034188748
AMACR,0.023465017,0.005122163,-0.015986158,-0.009145272,0.009288744,0.003561188,-0.001074664,0.009256217,0.018768574,0.025320106,-0.027969217,0.011768958,-0.003429757,0.035311488,0.004849398,-0.026872334
AMIGO1,-0.006134106,0.021996161,-0.015210922,0.001829141,0.002589024,-0.014090528,-0.028375972,0.031886616,-0.029300425,0.013281342,-0.017120304,-0.003091635,0.005755911,-0.004443483,0.026027115,-0.014052715
AMMECR1,-0.009715626,-0.017927325,0.042014649,-0.012194689,-0.012118828,-0.003541754,0.02321293,-0.010134042,-0.001769984,-0.012353813,0.013666506,-0.009993723,-0.011379141,0.012930901,0.001863071,-0.026478027
AMN,0.029651983,0.002263004,-0.002276027,0.00207478,0.021939548,0.001656767,0.007892002,-0.01901445,-0.008760278,-0.005940841,-0.005899097,-0.002799387,0.018843003,-0.032561066,0.026834033,-0.000269592
AMN1,0.009447382,0.01695792,-0.017355583,-0.019628642,-0.012103588,0.010017152,0.009056945,0.025046412,-0.008510683,0.011629598,0.003970803,-0.049642828,-0.00175399,-0.024655832,0.023911032,-0.011736373
AMPD3,0.00590922,0.021311997,-0.013238324,-0.016871566,-0.027590161,-0.026072958,-0.017184385,-0.012796054,-0.011576163,-0.00794835,-0.019203229,0.037615948,-0.043827499,0.009500596,0.00149223,-0.001203008
AMZ1,0.010372366,0.018090983,-0.019894073,-0.006672402,-0.002608416,-0.003287089,-0.025471488,-0.000792708,-5.70E-05,-0.025091203,0.006388177,0.003043623,-0.024471695,0.047866505,-0.017969626,-0.001873872
ANAPC10,-0.010397655,-0.030131504,0.000104956,0.019334025,-0.009892012,-0.002032687,-0.0309619,0.024297477,-0.002548433,0.014038425,0.024078821,0.010161666,-0.013676158,0.005504597,0.002488698,0.001565273
ANAPC4,0.001786275,-0.009819074,0.02762404,0.033701487,-0.017697817,-0.029518946,-0.026238212,0.009269256,-0.004603048,-0.001879578,0.010241422,-0.009730315,0.015366149,-0.026480081,-0.028844945,-0.006225193
ANG,0.00056345,0.033907163,0.014431886,0.000478395,-0.023095279,0.02701032,-0.018850177,-0.001749227,0.007145934,0.014868797,-0.003444192,-0.00894519,-0.002223447,0.026413313,-0.010885104,-0.002383994
ANGEL2,0.005866192,0.019124978,0.0041231,0.052006825,0.026723005,-0.002727408,0.001921531,-0.002094648,0.006117396,-0.014918995,0.002958993,0.011054432,0.011130175,-0.002607619,-0.005079795,-0.020606504
ANGPT1,-0.018858898,0.015983742,-0.008093083,0.017154393,-0.039646279,0.019268104,-0.018352542,-0.016748948,-0.007149965,0.008801814,-0.000207499,0.003234097,-0.010872467,-0.011767551,0.004064614,-0.00502097
ANGPT4,-0.001006396,0.013385445,-0.00405027,-0.015992818,0.010728997,-0.029635109,-0.014818286,0.010386455,-0.009347698,-0.006155425,-0.035692769,-0.032667625,0.019975667,0.027305014,-0.010845766,-0.009711569
ANGPTL1,0.001346442,0.004667916,-0.014670748,0.045858526,0.007051585,0.03078951,-0.006053856,-0.01975002,-0.002767754,-0.031941404,0.022591404,-0.019536777,-0.01054587,-0.022918786,-0.002811873,0.004425246
ANGPTL4,-0.01710285,-0.00103776,-0.009267527,-0.046676753,0.005853888,-0.004307786,-0.018475928,0.011733821,-0.000726598,0.010263865,0.017412613,0.014106031,-0.001346003,-0.010599338,-8.44E-05,0.01167851
ANGPTL7,-0.008245376,0.018812429,-0.021753331,0.006756768,0.024150222,-0.020110756,0.008570217,-0.027704524,-0.013062043,-0.025290906,-0.022531826,-0.015401907,0.021632444,-0.018756756,-0.02925266,0.00154865
ANKEF1,0.027412176,-0.01658173,0.002361991,0.004315232,0.001873951,0.013752053,-0.001642026,0.026630841,-0.027054736,-0.013347145,0.004684616,-0.002117388,-0.003701508,-0.01042383,-0.014167372,-0.008612286
ANKH,0.035221968,0.016695493,-0.017178283,0.009620587,-0.002668578,0.001724702,0.006201324,0.006013831,0.00029533,-0.008446427,-0.002127026,-0.002159117,-0.009112927,0.003877966,0.007308659,-0.007415876
ANKRD1,0.011435273,0.024639479,0.008713717,-0.02066455,0.019689835,0.005916905,-0.028710086,-0.009124779,-0.007561966,-0.029678774,-0.00457313,-0.028733105,-0.010164924,-0.004936429,-0.011275219,-0.005955534
ANKRD10,0.012573067,-0.021308352,-0.014641264,0.008190328,-0.012148356,-0.005956785,0.029774446,0.033386392,-0.01625338,-0.012059781,-0.020132679,0.005749547,0.012816266,-0.007696244,-0.012385553,-0.010642839
ANKRD13B,-0.002766626,0.03056574,0.007149453,0.005928269,-0.023899512,0.032427437,-0.005311017,0.039114264,-0.006062787,0.010288858,-0.001563769,0.01078874,-0.000868246,0.012845877,0.017015711,-0.009769819
ANKRD22,-0.020369802,-0.020949651,0.02804191,-0.020906966,-0.020284114,0.000220809,0.014515199,0.007865222,-0.013745712,0.010667221,-0.011851983,-0.011660074,-0.005436474,0.007618315,0.019366377,-0.004307955
ANKRD29,-0.01723255,0.025290588,0.013305785,0.022706817,-0.000213289,-0.023126235,0.006764464,-0.034146103,-0.01864065,-0.02342528,-0.008520321,-0.00133516,-0.000512127,0.004197689,-0.013167777,-0.006500825
ANKRD42,-0.009904567,0.022940339,0.017262957,0.018165735,0.035719458,-0.002323781,0.022941777,0.013839705,-0.000307117,0.000461186,0.008793631,0.000634008,-0.009070036,-0.000501999,0.005521735,-0.008070676
ANKRD46,-0.005084337,0.034634204,0.019133863,-0.007134421,-0.006331266,-0.009679906,-0.010168444,-0.02447941,-0.015417685,-0.005922005,0.008821685,0.000162564,-0.003878237,0.002233526,0.0232899,-0.008078234
ANKRD54,0.003616831,0.006164265,0.015677287,4.67E-05,0.022911802,0.034037021,0.051666411,0.027025355,-0.004614043,0.013944995,-0.002588981,0.015174547,0.018525115,0.013073285,-0.001111313,0.007265604
ANKRD55,-0.012132381,-0.012578422,0.017894847,-0.041852884,-0.004373553,-0.003049662,-0.013456848,-0.031271777,-0.008255227,0.029471709,0.018227822,-0.011043325,0.003144248,-0.023595427,-0.007232034,-0.020690879
ANKS3,-0.009359475,0.00602591,0.018436547,-0.012492549,-0.020006884,0.004964478,0.00581397,0.01189853,0.000564819,0.016966515,0.02364639,0.044993484,-0.017935456,-0.015746702,0.00202949,-0.014052441
ANKS4B,-0.016346426,0.013377294,-0.009138836,-0.03023609,0.006644014,0.001339739,0.019040037,0.02915853,-0.008886321,0.017105237,0.024795588,-0.039457152,0.00288249,0.014207834,-0.002596518,-0.011731809
ANKZF1,7.77E-05,-0.01783052,-0.00249456,0.015003741,0.023397966,-0.003717069,-0.036717053,0.002647468,0.029799035,-0.010677813,0.023168577,0.009747652,0.0016928,-0.01239611,-0.018443351,0.015952796
ANO1,-0.023548504,-6.23E-05,-0.008374508,0.013724951,-0.003518564,-0.014012173,-0.009520432,-0.011407181,0.010124756,-0.030283595,0.028493611,0.014728249,0.021755392,0.010864076,-2.76E-05,-0.008436507
ANO3,-0.005723987,0.009053901,-0.019306683,0.038579251,0.01464993,0.00335234,-0.002495272,0.009782651,0.015446275,-0.049341694,-0.006622065,-0.028494095,-0.003319069,-0.021899058,-0.006337088,0.019548888
ANO6,-0.027750415,-0.002724156,-0.022749146,0.012458016,0.022139141,-0.001587776,-0.030151399,0.009209668,0.010485493,-0.004132789,0.004630586,0.016071822,-0.007469085,-0.017713211,-0.021999092,0.0061879
ANO7,0.035312005,0.001546562,-0.004784566,0.018599652,-0.019842172,-0.001631871,0.018199424,-0.001584023,-0.011190337,-0.001606903,0.004046526,-0.003882339,0.005063664,-0.018399494,-0.009059607,0.001897894
ANO8,-0.007200692,0.033316734,0.014803675,-0.023695193,0.008283471,-0.007285843,0.001599058,-0.00835839,0.001535985,-0.008346993,0.022034571,0.019348454,0.00729925,0.003876949,0.006839599,-0.030033071
ANO9,0.000597534,0.002681081,-0.003480286,0.004259964,0.023282903,0.024400912,-0.004135451,-0.020639736,-0.01816111,0.040589972,-0.00652558,0.001313651,0.007712873,0.012414296,0.008102975,0.018865199
ANPEP,0.02830972,0.005341634,-0.030339027,-0.006011502,-0.030791342,-0.009024914,0.005671477,-0.00606742,0.004302735,-0.010513577,-0.01551102,0.022392651,0.000212636,-0.001415521,0.007268046,0.004012593
ANTXR2,-0.017818964,-0.002194672,0.005359218,-0.010734104,0.00966065,0.012517742,0.011548596,0.017031069,0.033055534,0.026056658,0.003246313,-0.019182082,0.018919132,0.026248686,0.03434183,0.003844989
ANXA1,-0.027525181,-0.00653962,-0.016610035,-0.013436562,-0.005216539,-0.024344558,-0.025756586,0.034842435,0.010620096,0.009869569,0.012706888,0.001778642,0.010655668,-0.006946932,-0.000579379,0.00640507
ANXA2,-0.015063162,-0.003350483,0.008035199,0.004985005,-0.033877934,-0.04770543,-0.010133651,0.02496648,0.016290051,0.009348584,-0.007278303,0.001232569,-0.003967867,0.011026764,0.030917468,0.016938142
ANXA3,0.001161697,-0.029708377,0.005917773,-0.011823999,0.004432322,0.009314596,0.005748657,-0.017193619,0.012466361,-0.04386867,0.028753515,-0.01014416,0.003620844,0.0231053,-0.015603102,-0.028528314
ANXA4,-0.002885267,-0.006594236,0.026128646,-0.022599522,-0.021706033,-0.041293932,-0.010544228,-0.006815504,0.031383235,0.019574533,0.002419211,0.030876574,0.000713631,0.015993559,0.015834573,0.009004568
AOC1,0.003639554,-0.026821751,-0.016575402,0.021561439,0.019041164,0.020110539,-0.009376331,0.021211983,0.00621736,-0.005237182,0.018540085,-0.013396197,-0.020630015,0.001983149,0.022067372,-0.021603368
AP1M1,-0.026097894,0.016665274,-0.028804172,-0.00519834,-0.01100911,-0.000508399,0.008531132,0.019665712,-0.016535441,0.004761246,0.017945429,-0.003028779,-0.02275483,-0.006614173,0.01066176,0.001135902
AP1S3,-0.025434979,-0.019062882,-0.0129584,-0.000808955,-0.001793352,-0.006169005,-0.028998604,0.011785813,0.018539206,-0.029204909,0.020428883,0.006238021,-0.010031612,0.00624172,-0.002611991,0.009325914
AP2A2,0.007468992,0.02497422,-0.014248724,0.000354453,-0.017929363,-0.026113703,0.028952772,0.019113814,-0.001304019,-0.014735718,-0.027312618,0.02041727,-0.010430521,-0.004773255,-0.014066737,0.021071014
AP2M1,0.004726215,0.027058868,-0.019215061,0.002378542,-0.004667422,-0.038644948,-0.018771102,-0.006923378,0.023924367,-0.005718059,-0.013238303,0.006277868,-0.015418256,-0.015334521,0.01014795,0.023658549
AP3M1,-0.000924037,-0.008290064,0.004886181,0.014859167,0.004833469,-0.005258927,-0.04935299,0.031961417,-0.013288821,-0.023387487,-0.021207404,-0.025138858,0.010291537,0.009887447,-0.040382476,-0.024162538
AP4B1,-0.017596778,0.005339358,0.025986734,0.017130789,0.001815196,-0.012299701,0.01999531,0.020586254,0.020753594,-0.028833647,-0.00965461,-0.013986483,-0.024982396,-0.015806632,-0.002517884,-0.012623622
AP5M1,0.033538352,-0.015558351,0.003805142,0.014681739,0.009339345,0.001113292,0.003052653,-0.00235304,-0.00026956,0.006497653,-0.002498432,-0.006188309,-0.01131296,0.030008864,-0.00688884,0.008008588
APAF1,-0.008367226,-0.028134474,0.022809243,-0.023601582,0.01547133,0.019909771,-0.009283618,-0.007829284,-0.006321776,-0.01378411,-0.003661173,0.01451006,0.007679232,0.006376902,-0.019177543,0.01500857
APBA3,-6.08E-06,0.039039574,-0.002520054,-0.003493807,0.006740727,-0.015952532,-0.014317049,-0.021900082,-0.017665659,-0.010094467,0.010054133,-0.002308429,-0.006312323,0.003025886,-0.012460937,-0.021597657
APEH,0.019510698,0.014768784,-0.001970802,-0.032070184,0.015059496,-0.01949562,0.02571489,-0.000856828,-0.012626067,-0.022469933,-0.025888627,-0.021880103,0.007055967,-0.005167583,0.019448089,-0.0067617
API5,0.011966082,-0.031473702,0.005364665,0.000872248,0.008217583,0.018276417,0.015107441,-0.015102919,-0.014767633,0.002608508,0.011055366,0.007157123,-0.017547804,-0.019621639,-0.021375591,-0.014122448
APLP1,0.005972198,0.011763109,-0.001306181,-0.017286473,-0.017478693,0.002554266,-0.003053822,0.012617752,-0.025245411,-0.00902496,0.022963922,0.029876284,0.023673879,-0.010105184,-0.028860348,0.036361701
APMAP,0.021244525,0.008862396,-0.03177647,0.008489066,-0.039682888,-0.004773256,0.012710802,0.000816597,0.003032368,-0.023906841,0.00433844,-0.010880925,0.009576099,-0.002930321,-0.018204773,-0.002278865
APOA1,0.008884777,0.025621661,-0.00410545,0.007143503,-0.008362383,0.021312837,-0.042353346,0.01519449,-0.022346533,-0.011603355,-0.014859314,0.006285359,-0.018359095,-0.004561673,0.00155934,-0.018332126
APOA4,0.000208401,0.031677774,0.017202174,0.005927185,-0.001928951,-0.016810979,-0.013885563,-0.019988142,0.018783701,-0.001472782,0.003213602,0.005212071,0.01753694,0.010391099,-0.008425642,-0.038229312
APOB,0.001102986,0.015841921,-0.020970374,-0.001475441,0.005792066,-0.051917188,-0.002670384,0.010469125,-0.011574989,-0.02231055,-0.023017215,-0.001483398,-0.009734946,-0.01755368,-0.002013863,0.000844991
APOC2,0.007536486,0.024996944,-0.002290268,-0.01190175,0.003681987,0.022079828,0.009695445,0.011089166,-0.009159246,0.00020203,0.007408896,0.035469792,-0.027882014,0.033055656,0.022843596,0.015754624
APOD,-0.010391035,0.028054644,0.015953787,0.004775182,-0.004539723,-0.03284199,-0.021457678,-0.006056552,-0.028792733,-0.013750453,0.010519354,-0.021686718,-0.008768674,-0.000830915,-0.021346595,-0.012153013
APOH,0.019566245,0.019883527,-0.006264241,0.012135999,0.019897224,0.008489379,0.007516355,-0.002588901,0.028213455,0.038007259,0.005104399,0.024362068,-0.014677093,-0.030150024,0.001158357,-0.001704627
APOL6,-0.007107878,-0.021787664,0.01566364,-0.03973961,0.00891676,0.019067923,-0.022875556,-0.0076937,-0.015431104,0.017796767,0.000496357,0.005942366,-0.017495522,-0.007939773,-0.013496086,-0.013894129
APOO,0.016027585,-0.006679261,0.009014114,-0.014537828,0.041574409,0.003304819,0.040988853,-0.018646625,0.013529383,-0.004789668,0.005263657,0.019327509,-0.001612881,-0.014123462,-0.019191573,0.009320043
APP,-0.005780628,0.009392853,0.013419722,-0.010428,0.039947804,-0.005655596,-0.004179484,-0.026428415,0.039364232,0.015943227,0.020059346,0.009573172,0.004442818,-0.014964084,0.011341841,-0.020560512
APPBP2,0.011134081,-0.013248913,-0.003548006,0.029419868,0.005545941,0.003452211,-0.016670933,0.033199726,-0.015778067,0.002849545,-0.022808178,-0.010135889,-0.036052575,0.010267119,-0.043708538,0.026585501
APPL1,0.029711346,0.003790538,-0.017936028,0.024569567,0.017529977,-0.003242848,-0.00151845,0.001952718,-0.017262613,-0.011990117,0.014847526,-0.007755288,-0.02373369,0.001520827,-0.003237128,-0.026713537
APPL2,0.018757683,0.016630909,0.015670877,-0.001410512,0.010170138,-0.000947947,-0.001990669,0.015479072,0.039099078,-0.015640181,0.011889661,0.003594459,-0.00140766,-0.020794967,0.00576199,-0.023689349
APRT,0.003640796,0.000426013,0.023948223,-0.006303979,0.003283873,0.014600727,0.012572365,0.035711729,-0.061169551,-0.018806404,-0.004546791,-0.011781972,-0.014551206,-0.002196263,0.018064867,-0.001866818
AQP1,-0.022911382,0.019330402,-0.016552288,0.029967728,0.013845658,-0.015603303,0.00125058,0.007229282,0.019513008,0.007907258,-0.015127513,-0.001237803,-0.012851975,0.003217778,0.00961822,-0.023627861
AQP11,-0.018560376,0.003476002,-0.01990393,0.006386741,-0.014107216,0.040310968,-0.0199741,-0.009906988,0.033799894,-0.007967471,0.001453581,0.017665945,-0.000358932,0.019078896,-0.016052121,-0.000430788
AQP3,-0.031794449,-0.002894911,0.002998068,-0.001690204,0.00557124,-0.010542398,-0.009333276,-0.007145128,0.012338491,-0.003829371,-0.004320688,0.013195519,0.021335678,0.012306993,-0.008007941,0.047721962
AQP4,-0.009351748,0.026218158,0.019928666,0.00305302,-0.007913036,0.024839279,-0.016909087,0.012711197,-0.017539555,-0.003959356,-0.017626228,0.001172062,-0.006532983,-0.011215203,-0.033646046,0.011417806
AQP8,-0.008786065,-0.005223953,-0.011698414,0.003160994,-0.008546647,0.010970961,-0.018365121,0.056035928,-0.008790528,0.012179331,-0.006146727,0.000674476,0.038519815,-0.023299904,-0.017875622,-0.028410153
ARAP2,-0.020892863,-0.013347495,-0.003885906,-0.026485419,-0.019110365,-0.018972847,0.0193506,-0.00495221,-0.029092951,-0.001884966,-0.017510144,0.019882048,-0.021241529,0.009944997,0.021298917,-0.008213731
ARAP3,-0.024008151,0.003141279,-0.001088386,0.02240032,0.023372615,0.017270304,0.015197188,0.019493963,0.022478108,0.028626097,-0.014947292,-0.002001821,-0.014756315,-0.001344574,0.005224727,-0.016680983
AREG,-0.01236109,-0.015934145,0.017316704,-0.029143407,0.017416597,0.006901912,0.006919463,0.023327463,0.019723614,-0.014895488,-0.014728717,-0.041990963,-0.0170443,0.002503409,0.018804809,-0.002275317
ARF6,0.007927417,-0.031525593,0.025842419,0.017265097,-0.007995498,-0.006575757,0.027557601,0.016185909,0.000264175,0.00125192,-0.022156076,0.009037213,0.00527923,-0.005682842,-0.006165371,-0.015093566
ARFIP1,0.023601362,-0.025905627,0.017419674,-0.011645062,-0.000932171,0.00014982,0.012217831,-0.026694544,-0.006509309,-0.015007589,-0.001499558,0.001341039,-0.026892806,0.004813815,-0.008557897,-0.012526613
ARG2,0.019770291,-0.006175815,-0.009585109,-0.015797387,-0.014043647,-0.012705215,0.017179035,0.00508894,0.007119881,-0.037420082,-0.009337688,0.011972125,0.02684804,0.023022239,0.046780506,0.01905485
